time_noise,start_sample,matched_peak_rows,file,return_sample,sweep
"[np.float64(60.55995), np.float64(60.56), np.float64(60.56005), np.float64(60.5601), np.float64(60.56015), np.float64(60.560199999999995), np.float64(60.560249999999996)]",211199,[],2024_08_27_0019.abf,211205,2
"[np.float64(60.653099999999995), np.float64(60.65315), np.float64(60.6532), np.float64(60.65325), np.float64(60.6533), np.float64(60.65335), np.float64(60.6534)]",213062,[],2024_08_27_0019.abf,213068,2
"[np.float64(60.75635), np.float64(60.7564), np.float64(60.75645), np.float64(60.7565), np.float64(60.75655), np.float64(60.7566)]",215127,[],2024_08_27_0019.abf,215132,2
"[np.float64(85.3471), np.float64(85.34715), np.float64(85.3472), np.float64(85.34725), np.float64(85.3473), np.float64(85.34734999999999), np.float64(85.3474), np.float64(85.34745), np.float64(85.3475)]",206942,"[{'Event.Number': '27', 'Record': '3', 'Event.Time..s.': '85.34735', 'Baseline..pA.': '120.936795915876', 'Peak..pA.': '601.806640625', 'Amplitude..pA.': '480.869844709124', 'Rise.Time..ms.': '0.299999999995748', 'Half.Width..ms.': '0.299999999995748', 'Decay.Time..ms.': '0.0500000000016598', 'Decay.Fit.b0': '112.155925514632', 'Decay.Fit.b1': '488.327397904284', 'Decay.Fit.Tau..ms.': '0.0466388717183435', 'AUC..pA.ms.': '110.488852882385', 'rise_max_time': '85.34735', 'baseline_time': '85.34705', 'event_index': '206947', 'file_prefix': '2024_08_27_0019', 'event_id': '2024_08_27_0019_ev00027_rec3', 'noise': 'yes', 'event_entry_number': '208512', 'corrected_peak_index': 206960, 'corrected_peak_time': np.float64(85.348), 'corrected_peak_pA': np.float64(134.8876953125), 'corrected_peak_amp_pA': np.float64(13.950899396623996)}]",2024_08_27_0019.abf,206950,3
"[np.float64(85.505), np.float64(85.50505), np.float64(85.5051), np.float64(85.50515), np.float64(85.5052), np.float64(85.50525), np.float64(85.50529999999999), np.float64(85.50535)]",210100,[],2024_08_27_0019.abf,210107,3
"[np.float64(85.61955), np.float64(85.6196), np.float64(85.61965), np.float64(85.6197), np.float64(85.61975), np.float64(85.6198), np.float64(85.61985), np.float64(85.6199)]",212391,[],2024_08_27_0019.abf,212398,3
"[np.float64(85.7583), np.float64(85.75835), np.float64(85.7584), np.float64(85.75845), np.float64(85.7585), np.float64(85.75855), np.float64(85.7586), np.float64(85.75865)]",215166,[],2024_08_27_0019.abf,215173,3
"[np.float64(85.94175), np.float64(85.9418), np.float64(85.94185), np.float64(85.9419), np.float64(85.94195), np.float64(85.942), np.float64(85.94205), np.float64(85.9421)]",218835,[],2024_08_27_0019.abf,218842,3
"[np.float64(86.07535), np.float64(86.0754), np.float64(86.07545), np.float64(86.0755), np.float64(86.07555), np.float64(86.0756), np.float64(86.07565), np.float64(86.0757)]",221507,[],2024_08_27_0019.abf,221514,3
"[np.float64(10.309349999999998), np.float64(10.309399999999998), np.float64(10.309449999999998), np.float64(10.3095), np.float64(10.30955), np.float64(10.3096), np.float64(10.30965), np.float64(10.3097)]",206187,[],2024_08_27_0023.abf,206194,0
"[np.float64(35.515699999999995), np.float64(35.51575), np.float64(35.5158), np.float64(35.51585), np.float64(35.515899999999995), np.float64(35.51595), np.float64(35.516), np.float64(35.51604999999999)]",210314,[],2024_08_27_0023.abf,210321,1
"[np.float64(36.6166), np.float64(36.61664999999999), np.float64(36.616699999999994), np.float64(36.616749999999996), np.float64(36.6168), np.float64(36.61685), np.float64(36.6169), np.float64(36.616949999999996)]",232332,[],2024_08_27_0023.abf,232339,1
"[np.float64(37.34609999999999), np.float64(37.346149999999994), np.float64(37.346199999999996), np.float64(37.34625), np.float64(37.3463), np.float64(37.34635), np.float64(37.346399999999996), np.float64(37.34645)]",246922,[],2024_08_27_0023.abf,246929,1
"[np.float64(10.734649999999998), np.float64(10.734699999999998), np.float64(10.734749999999998), np.float64(10.7348), np.float64(10.73485), np.float64(10.7349)]",214693,[],2024_08_27_0024.abf,214698,0
"[np.float64(10.736999999999998), np.float64(10.737049999999998), np.float64(10.7371), np.float64(10.73715), np.float64(10.7372), np.float64(10.73725)]",214740,[],2024_08_27_0024.abf,214745,0
"[np.float64(10.835799999999999), np.float64(10.835849999999999), np.float64(10.835899999999999), np.float64(10.835949999999999)]",216716,[],2024_08_27_0024.abf,216719,0
"[np.float64(10.835999999999999), np.float64(10.836049999999998), np.float64(10.836099999999998), np.float64(10.836149999999998), np.float64(10.8362), np.float64(10.83625)]",216720,[],2024_08_27_0024.abf,216725,0
"[np.float64(10.466), np.float64(10.46605), np.float64(10.466099999999999), np.float64(10.466149999999999), np.float64(10.466199999999999)]",209320,[],2024_08_27_0027.abf,209324,0
"[np.float64(85.3212), np.float64(85.32125), np.float64(85.3213), np.float64(85.32135), np.float64(85.3214), np.float64(85.32145), np.float64(85.3215)]",206424,"[{'Event.Number': '587', 'Record': '3', 'Event.Time..s.': '85.32145', 'Baseline..pA.': '98.7316236950102', 'Peak..pA.': '110.473625183105', 'Amplitude..pA.': '11.7420014880952', 'Rise.Time..ms.': '0.349999999997408', 'Half.Width..ms.': '0.349999999997408', 'Decay.Time..ms.': '0', 'Decay.Fit.b0': '94.7229684208809', 'Decay.Fit.b1': '6.47656642095778', 'Decay.Fit.Tau..ms.': '5.55699249312791', 'AUC..pA.ms.': '-68.6144147600446', 'rise_max_time': '85.32145', 'baseline_time': '85.32105', 'event_index': '206429', 'file_prefix': '2024_08_27_0027', 'event_id': '2024_08_27_0027_ev00587_rec3', 'noise': 'yes', 'event_entry_number': '211312', 'corrected_peak_index': 206440, 'corrected_peak_time': np.float64(85.322), 'corrected_peak_pA': np.float64(98.26659393310547), 'corrected_peak_amp_pA': np.float64(-0.4650297619047308)}]",2024_08_27_0027.abf,206430,3
"[np.float64(10.36165), np.float64(10.361699999999999), np.float64(10.361749999999999), np.float64(10.361799999999999), np.float64(10.361849999999999), np.float64(10.361899999999999), np.float64(10.361949999999998)]",207233,[],2024_08_27_0028.abf,207239,0
"[np.float64(35.36125), np.float64(35.3613), np.float64(35.361349999999995), np.float64(35.361399999999996), np.float64(35.36145), np.float64(35.3615), np.float64(35.361549999999994)]",207225,[],2024_08_27_0028.abf,207231,1
"[np.float64(36.3587), np.float64(36.35875), np.float64(36.358799999999995), np.float64(36.35885), np.float64(36.3589), np.float64(36.35894999999999)]",227174,[],2024_08_27_0028.abf,227179,1
"[np.float64(60.52055), np.float64(60.5206), np.float64(60.52065), np.float64(60.5207), np.float64(60.52075), np.float64(60.5208), np.float64(60.520849999999996), np.float64(60.5209), np.float64(60.52095)]",210411,[],2024_08_27_0028.abf,210419,2
"[np.float64(86.30175), np.float64(86.3018), np.float64(86.30185), np.float64(86.3019), np.float64(86.30195), np.float64(86.302), np.float64(86.30205)]",226035,[],2024_08_27_0028.abf,226041,3
"[np.float64(86.57209999999999), np.float64(86.57215), np.float64(86.5722), np.float64(86.57225), np.float64(86.5723), np.float64(86.57235), np.float64(86.5724), np.float64(86.57245)]",231442,[],2024_08_27_0028.abf,231449,3
"[np.float64(1.48715), np.float64(1.4871999999999999), np.float64(1.48725), np.float64(1.4872999999999998), np.float64(1.48735), np.float64(1.4873999999999998), np.float64(1.48745), np.float64(1.4874999999999998)]",29743,[],2025_01_16_0010.abf,29750,0
"[np.float64(60.6367), np.float64(60.63675), np.float64(60.6368), np.float64(60.636849999999995), np.float64(60.6369), np.float64(60.63695), np.float64(60.637)]",212734,[],2025_01_16_0011.abf,212740,2
"[np.float64(10.305299999999999), np.float64(10.305349999999999), np.float64(10.305399999999999), np.float64(10.305449999999999), np.float64(10.305499999999999), np.float64(10.305549999999998), np.float64(10.305599999999998)]",206106,[],2025_01_16_0012.abf,206112,0
"[np.float64(37.053), np.float64(37.05305)]",241060,[],2025_01_16_0012.abf,241061,1
"[np.float64(35.503049999999995), np.float64(35.503099999999996), np.float64(35.50315), np.float64(35.50319999999999), np.float64(35.503249999999994), np.float64(35.503299999999996)]",210061,[],2026_01_13_0005.abf,210066,1
"[np.float64(60.6485), np.float64(60.64855), np.float64(60.6486), np.float64(60.64865), np.float64(60.6487), np.float64(60.64875), np.float64(60.6488), np.float64(60.648849999999996)]",212970,[],2026_01_13_0005.abf,212977,2
"[np.float64(63.57), np.float64(63.570049999999995), np.float64(63.5701), np.float64(63.57015), np.float64(63.5702), np.float64(63.57025), np.float64(63.5703), np.float64(63.57035)]",271400,[],2026_01_13_0005.abf,271407,2
"[np.float64(63.5815), np.float64(63.58155), np.float64(63.581599999999995), np.float64(63.581649999999996), np.float64(63.5817)]",271630,[],2026_01_13_0005.abf,271634,2
"[np.float64(85.48255), np.float64(85.4826), np.float64(85.48264999999999)]",209651,[],2026_01_13_0005.abf,209653,3
"[np.float64(10.5657), np.float64(10.56575)]",211314,[],2026_01_13_0009.abf,211315,0
"[np.float64(35.5776), np.float64(35.57765), np.float64(35.57769999999999)]",211552,[],2026_01_13_0009.abf,211554,1
"[np.float64(87.71455), np.float64(87.7146), np.float64(87.71464999999999), np.float64(87.7147), np.float64(87.71475)]",254291,[],2026_01_13_0009.abf,254295,3
"[np.float64(10.446299999999999), np.float64(10.446349999999999), np.float64(10.446399999999999), np.float64(10.446449999999999), np.float64(10.446499999999999)]",208926,[],2026_01_13_0010.abf,208930,0
"[np.float64(10.864199999999999), np.float64(10.864249999999998), np.float64(10.864299999999998), np.float64(10.864349999999998), np.float64(10.8644), np.float64(10.86445)]",217284,"[{'Event.Number': '236', 'Record': '0', 'Event.Time..s.': '10.8644', 'Baseline..pA.': '-745.675162179129', 'Peak..pA.': '-3668.51782226562', 'Amplitude..pA.': '-2922.8426600865', 'Rise.Time..ms.': '0.899999999999679', 'Half.Width..ms.': '6.99999999999967', 'Decay.Time..ms.': '9.34999999999952', 'Decay.Fit.b0': '-532.85841969968', 'Decay.Fit.b1': '-2978.83926825806', 'Decay.Fit.Tau..ms.': '11.1934600193102', 'AUC..pA.ms.': '-26761.6504795619', 'rise_max_time': '10.86405', 'baseline_time': '10.86125', 'event_index': '217288', 'file_prefix': '2026_01_13_0012', 'event_id': '2026_01_13_0012_ev00236_rec0', 'noise': 'yes', 'event_entry_number': '239327', 'corrected_peak_index': 217299, 'corrected_peak_time': np.float64(10.864949999999999), 'corrected_peak_pA': np.float64(-3314.208740234375), 'corrected_peak_amp_pA': np.float64(-2568.533578055246)}]",2026_01_13_0012.abf,217289,0
"[np.float64(3.03625), np.float64(3.0362999999999998), np.float64(3.0363499999999997), np.float64(3.0363999999999995), np.float64(3.03645), np.float64(3.0364999999999998), np.float64(3.0365499999999996), np.float64(3.0365999999999995)]",60725,[],2026_01_13_0016.abf,60732,0
"[np.float64(35.932449999999996), np.float64(35.9325), np.float64(35.93255), np.float64(35.932599999999994), np.float64(35.932649999999995), np.float64(35.9327), np.float64(35.93275)]",218649,[],2026_01_13_0017.abf,218655,1
"[np.float64(85.7163), np.float64(85.71634999999999), np.float64(85.7164), np.float64(85.71645), np.float64(85.7165), np.float64(85.71655), np.float64(85.7166)]",214326,"[{'Event.Number': '2150', 'Record': '3', 'Event.Time..s.': '85.71635', 'Baseline..pA.': '-374.421588716053', 'Peak..pA.': '-1582.94665527344', 'Amplitude..pA.': '-1208.52506655738', 'Rise.Time..ms.': '1.54999999999461', 'Half.Width..ms.': '0.249999999994088', 'Decay.Time..ms.': '0.250000000008299', 'Decay.Fit.b0': '-265.494707891555', 'Decay.Fit.b1': '-1843.47753065167', 'Decay.Fit.Tau..ms.': '0.194310231926883', 'AUC..pA.ms.': '2580.87207265581', 'rise_max_time': '85.71635', 'baseline_time': '85.7146', 'event_index': '214327', 'file_prefix': '2026_01_13_0018', 'event_id': '2026_01_13_0018_ev02150_rec3', 'noise': 'yes', 'event_entry_number': '251115', 'corrected_peak_index': 214342, 'corrected_peak_time': np.float64(85.7171), 'corrected_peak_pA': np.float64(-352.7831726074219), 'corrected_peak_amp_pA': np.float64(21.638416108631134)}]",2026_01_13_0018.abf,214332,3
"[np.float64(86.24945), np.float64(86.2495), np.float64(86.24955), np.float64(86.2496), np.float64(86.24965), np.float64(86.2497), np.float64(86.24974999999999)]",224989,[],2026_01_13_0018.abf,224995,3
"[np.float64(85.40355), np.float64(85.4036), np.float64(85.40365), np.float64(85.4037), np.float64(85.40375), np.float64(85.4038), np.float64(85.40384999999999), np.float64(85.4039), np.float64(85.40395)]",208071,[],2026_01_13_0023.abf,208079,3
"[np.float64(61.53775), np.float64(61.5378), np.float64(61.53785), np.float64(61.5379), np.float64(61.537949999999995), np.float64(61.538), np.float64(61.53805)]",230755,[],2026_01_13_0024.abf,230761,2
"[np.float64(85.6153), np.float64(85.61534999999999), np.float64(85.6154), np.float64(85.61545)]",212306,[],2026_01_13_0024.abf,212309,3
"[np.float64(85.62795), np.float64(85.628), np.float64(85.62805), np.float64(85.6281), np.float64(85.62815), np.float64(85.6282)]",212559,[],2026_01_13_0024.abf,212564,3
"[np.float64(85.6348), np.float64(85.63485), np.float64(85.6349), np.float64(85.63495), np.float64(85.635)]",212696,[],2026_01_13_0024.abf,212700,3
"[np.float64(35.34139999999999), np.float64(35.341449999999995), np.float64(35.341499999999996), np.float64(35.34155), np.float64(35.3416), np.float64(35.34165)]",206828,"[{'Event.Number': '382', 'Record': '1', 'Event.Time..s.': '35.3414', 'Baseline..pA.': '-139.436267671131', 'Peak..pA.': '-1015.62493896484', 'Amplitude..pA.': '-876.188671293713', 'Rise.Time..ms.': '3.70000000000203', 'Half.Width..ms.': '4.20000000000442', 'Decay.Time..ms.': '0.500000000002387', 'Decay.Fit.b0': '-100.606199724407', 'Decay.Fit.b1': '-2326.65450095406', 'Decay.Fit.Tau..ms.': '0.263175203488362', 'AUC..pA.ms.': '-3703.31559748877', 'rise_max_time': '35.34125', 'baseline_time': '35.3375', 'event_index': '206828', 'file_prefix': '2026_01_13_0027', 'event_id': '2026_01_13_0027_ev00382_rec1', 'noise': 'yes', 'event_entry_number': '260657', 'corrected_peak_index': 206843, 'corrected_peak_time': np.float64(35.34215), 'corrected_peak_pA': np.float64(-108.03221893310547), 'corrected_peak_amp_pA': np.float64(31.404048738025523)}]",2026_01_13_0027.abf,206833,1
"[np.float64(10.492199999999999), np.float64(10.492249999999999), np.float64(10.492299999999998), np.float64(10.492349999999998)]",209844,[],2026_01_13_0028.abf,209847,0
"[np.float64(35.230349999999994), np.float64(35.230399999999996), np.float64(35.23045), np.float64(35.2305), np.float64(35.230549999999994), np.float64(35.230599999999995), np.float64(35.23065), np.float64(35.2307)]",204607,"[{'Event.Number': '754', 'Record': '1', 'Event.Time..s.': '35.23045', 'Baseline..pA.': '-148.446219308036', 'Peak..pA.': '-1453.24694824219', 'Amplitude..pA.': '-1304.80072893415', 'Rise.Time..ms.': '0.999999999997669', 'Half.Width..ms.': '0.94999999999601', 'Decay.Time..ms.': '0.250000000001194', 'Decay.Fit.b0': '-151.494348167362', 'Decay.Fit.b1': '-1471.58206010569', 'Decay.Fit.Tau..ms.': '0.207397486248514', 'AUC..pA.ms.': '-826.646966661726', 'rise_max_time': '35.23045', 'baseline_time': '35.229', 'event_index': '204609', 'file_prefix': '2026_01_13_0028', 'event_id': '2026_01_13_0028_ev00754_rec1', 'noise': 'yes', 'event_entry_number': '261919', 'corrected_peak_index': 204624, 'corrected_peak_time': np.float64(35.2312), 'corrected_peak_pA': np.float64(-270.3857421875), 'corrected_peak_amp_pA': np.float64(-121.939522879464)}]",2026_01_13_0028.abf,204614,1
"[np.float64(35.487899999999996), np.float64(35.48795), np.float64(35.488), np.float64(35.48805), np.float64(35.488099999999996)]",209758,"[{'Event.Number': '757', 'Record': '1', 'Event.Time..s.': '35.48795', 'Baseline..pA.': '-187.901072910854', 'Peak..pA.': '-878.906188964844', 'Amplitude..pA.': '-691.00511605399', 'Rise.Time..ms.': '0.349999999997408', 'Half.Width..ms.': '0.250000000001194', 'Decay.Time..ms.': '0.199999999999534', 'Decay.Fit.b0': '-159.3565266185', 'Decay.Fit.b1': '-837.850510534626', 'Decay.Fit.Tau..ms.': '0.164084607565229', 'AUC..pA.ms.': '615.726784351894', 'rise_max_time': '35.48795', 'baseline_time': '35.48735', 'event_index': '209759', 'file_prefix': '2026_01_13_0028', 'event_id': '2026_01_13_0028_ev00757_rec1', 'noise': 'yes', 'event_entry_number': '261922', 'corrected_peak_index': 209772, 'corrected_peak_time': np.float64(35.4886), 'corrected_peak_pA': np.float64(-198.66941833496094), 'corrected_peak_amp_pA': np.float64(-10.76834542410694)}]",2026_01_13_0028.abf,209762,1
"[np.float64(35.5749), np.float64(35.57495), np.float64(35.574999999999996)]",211498,[],2026_01_13_0028.abf,211500,1
"[np.float64(35.592349999999996), np.float64(35.5924), np.float64(35.59245), np.float64(35.5925), np.float64(35.592549999999996), np.float64(35.5926)]",211847,[],2026_01_13_0028.abf,211852,1
